Micromagnetic energy calculation : BEMScript 2014
Mesh data:
19 August 2021  13:29:04
         Nodes    Tetrahedra   Bndry nodes   Bndry faces        Volume
          5870         30390          1795          3586  0.494123E-02
Material data:
      Temp (c)            Ms            K1        LamdaS        SigmaS          A_ex Vol^(1/3) (m)     QHardness   Lam_Ex (nm)      Kd V (J)
            20  0.482477E+06 -0.130397E+05  0.475060E-04  0.000000E+00  0.134441E-10  0.170325E-06 -0.891528E-01  0.958736E+01  0.722717E-15
External field direction (x,y,z) and strength B (T):
            hx            hy            hz         B (T)
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
Energies in units of Kd V:
Global-N-Eva      N-Eval              E-Anis                    E-Stress                     E-Exch1                     E-Exch2                     E-Exch3                     E-Exch4                       E-ext                     E-Demag                       E-Tot                          Mx                          My                          Mz
          24          24   -0.18532003495604593840E-01  0.00000000000000000000E+00  0.13064150321726089032E+01  0.14990688767883888488E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.12508425768914346876E+00  0.14129672863661477678E+01 -0.35758740654300756601E-01  0.67127014777825622094E-01 -0.22100148635922012980E-01
          25          25   -0.18527182154597861968E-01  0.00000000000000000000E+00  0.12523910019239636870E+01  0.14323500920343206211E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.12445861691777526659E+00  0.13583224366871411437E+01 -0.36346172803151242936E-01  0.68037585624748875279E-01 -0.21542089067602382402E-01
          26          26   -0.18520381907616404599E-01  0.00000000000000000000E+00  0.12021951598726074995E+01  0.13703390520823617305E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.12376580619349940304E+00  0.13074405841584906263E+01 -0.36868419352643941322E-01  0.68871854769069068558E-01 -0.20876803273100145997E-01
          27          27   -0.18512537374267723500E-01  0.00000000000000000000E+00  0.10623536217944351545E+01  0.11964386635851904650E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.12137183300017465037E+00  0.11652129174203420536E+01 -0.38036105163521696793E-01  0.71421809147157774844E-01 -0.18696638721243358239E-01
          28          28   -0.18487661306840937059E-01  0.00000000000000000000E+00  0.94791131768381919898E+00  0.10576993965210355064E+01  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11853639853415946781E+00  0.10479600549111376395E+01 -0.38354686919829433789E-01  0.73803135259849286798E-01 -0.16414490885375245671E-01
          29          29   -0.18489540825828178899E-01  0.00000000000000000000E+00  0.85337639906420825753E+00  0.94545450681547904548E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11540898859761324069E+00  0.95029584683599321870E+00 -0.38051478239380612245E-01  0.75866325446820551126E-01 -0.14317940813583883777E-01
          30          30   -0.18506935150745380120E-01  0.00000000000000000000E+00  0.77574731918466344194E+00  0.85542980597078421834E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11212688247978283562E+00  0.86936726651370099805E+00 -0.37688503945908558013E-01  0.77494464361152065601E-01 -0.12342083868667389976E-01
          31          31   -0.18686166631080278894E-01  0.00000000000000000000E+00  0.80545978122166128621E+00  0.81637973237813399319E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.97153199086670041784E-01  0.88392681367725112196E+00 -0.35531253393817102681E-01  0.82961577395326890905E-01 -0.90800991016458214300E-02
          32          32   -0.18519210326794297711E-01  0.00000000000000000000E+00  0.75295176660375540134E+00  0.82929554916982073376E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.11097099446910377307E+00  0.84540355074606488017E+00 -0.37414805986524149461E-01  0.77942554961225221644E-01 -0.11666429562628392522E-01
          33          33   -0.18532320988331841410E-01  0.00000000000000000000E+00  0.73166315007953508509E+00  0.80465888686001241226E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10981121343471836327E+00  0.82294204252592151327E+00 -0.37139955669064923793E-01  0.78335887119541841583E-01 -0.11016762137595776175E-01
          34          34   -0.18546810251782241269E-01  0.00000000000000000000E+00  0.71161338404220875198E+00  0.78135634057528047247E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10865272328038406979E+00  0.80171929707081057703E+00 -0.36866240327536180243E-01  0.78672547233790704468E-01 -0.10386220550038136393E-01
          35          35   -0.18562959650137537959E-01  0.00000000000000000000E+00  0.69267408433437271942E+00  0.75928337124907474553E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10749956381957130602E+00  0.78161068850380654993E+00 -0.36595261281056085112E-01  0.78951713602133669068E-01 -0.97735147040603799484E-02
          36          36   -0.18625262967138692116E-01  0.00000000000000000000E+00  0.64147271064182320721E+00  0.69841626313144322680E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10425509977583226340E+00  0.72710254745051683400E+00 -0.36115846644600109461E-01  0.79447996557858571731E-01 -0.82495536097899144906E-02
          37          37   -0.18704403436445759396E-01  0.00000000000000000000E+00  0.59814863949904939489E+00  0.64788103773923277906E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.10123082343877375100E+00  0.68067505950137741078E+00 -0.35572489959687689232E-01  0.79422599060137905047E-01 -0.68880731692206797687E-02
          38          38   -0.18775564815803776758E-01  0.00000000000000000000E+00  0.56105727969163987634E+00  0.60481781015315860817E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.98431632233574081758E-01  0.64071334710941030277E+00 -0.34799666156540030870E-01  0.78949351771502876418E-01 -0.57067322770428877132E-02
          39          39   -0.18823067825544399084E-01  0.00000000000000000000E+00  0.52870974486453425900E+00  0.56778319402573995678E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.95844222570661607996E-01  0.60573089960965154077E+00 -0.33916832176582499547E-01  0.78178335371918067365E-01 -0.46330095712982435202E-02
          40          40   -0.18825069345838434109E-01  0.00000000000000000000E+00  0.56015943935163003964E+00  0.57013139632502141119E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.86216089124844130787E-01  0.62755045913063567387E+00 -0.27192862517248693466E-01  0.79452930421260642424E-01 -0.17332413586695367275E-02
          41          41   -0.18836075861620064226E-01  0.00000000000000000000E+00  0.51847192311381584684E+00  0.55619978688976301484E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.94944080907668884639E-01  0.59457992815986471236E+00 -0.33482588696640100401E-01  0.77792914006679231287E-01 -0.42161863209498693511E-02
          42          42   -0.18846779179666473675E-01  0.00000000000000000000E+00  0.50868240950008403178E+00  0.54512951495583761297E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.94062471693370411363E-01  0.58389810201378800070E+00 -0.33043609948789166852E-01  0.77384681717488287833E-01 -0.38054898199788435124E-02
          43          43   -0.18855592236766961084E-01  0.00000000000000000000E+00  0.49926848202136553390E+00  0.53450031965609634543E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.93197106189090800354E-01  0.57360999597368933500E+00 -0.32581681418261412841E-01  0.76948254284239361867E-01 -0.33955560637792966093E-02
          44          44   -0.18862856887490158514E-01  0.00000000000000000000E+00  0.49020165779590252342E+00  0.52427824690630742133E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.92346699919979458038E-01  0.56368550082839175008E+00 -0.32092235793227820440E-01  0.76484421753076112238E-01 -0.29831486972360880122E-02
          45          45   -0.18877867840426193480E-01  0.00000000000000000000E+00  0.46548352421924876765E+00  0.49609472532515042076E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.90092054379417876864E-01  0.53669771075824046491E+00 -0.30466805860723859822E-01  0.75082194580181144117E-01 -0.17246994594545899358E-02
          46          46   -0.18889598680305371564E-01  0.00000000000000000000E+00  0.44339183834804241080E+00  0.47141117244601388192E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.87920789220736483838E-01  0.51242302888847357512E+00 -0.28647838464228702476E-01  0.73674686323489585460E-01 -0.52346787786959028850E-03
          47          47   -0.18899299114308411307E-01  0.00000000000000000000E+00  0.42343427565701274862E+00  0.44901468355657186970E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.85831857439737896387E-01  0.49036683398244224064E+00 -0.26722176380575578258E-01  0.72173318052245444276E-01  0.91492128264404842895E-03
          48          48   -0.18906992776697204017E-01  0.00000000000000000000E+00  0.40520068660462832399E+00  0.42857198005584790090E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.83794540759591890078E-01  0.47008823458752296842E+00 -0.24659527426237778241E-01  0.70684577058039030351E-01  0.22574199394384333872E-02
          49          49   -0.18911850116437381453E-01  0.00000000000000000000E+00  0.41864130587454562171E+00  0.43088538192831160600E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.76559295477527974927E-01  0.47628875123563618743E+00 -0.18126745363822093643E-01  0.70714750327470141111E-01  0.39987410114948693934E-02
          50          50   -0.18910564709740920047E-01  0.00000000000000000000E+00  0.39918013190920798028E+00  0.42186439552337845482E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.83063493171085731048E-01  0.46333306037055282944E+00 -0.23942942969645625989E-01  0.70093849924617382396E-01  0.28012041409481748533E-02
          51          51   -0.18913843913918298306E-01  0.00000000000000000000E+00  0.39337888771757340001E+00  0.41537301994333503119E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.82339028119263843464E-01  0.45680407192291894170E+00 -0.23213147094191113190E-01  0.69496637630856103462E-01  0.33290550739526868912E-02
          52          52   -0.18916815435071451107E-01  0.00000000000000000000E+00  0.38776415030352223701E+00  0.40907176555438717891E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.81622258417305540434E-01  0.45046959328575625348E+00 -0.22476064562718809509E-01  0.68892813799889651705E-01  0.38524209265928610960E-02
          53          53   -0.18919423599768590144E-01  0.00000000000000000000E+00  0.38233158904141101297E+00  0.40297384053723678266E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.80913508444606860315E-01  0.44432567388624927274E+00 -0.21735718126971295683E-01  0.68282593831622245828E-01  0.43731207422992111195E-02
          54          54   -0.18926081911004880021E-01  0.00000000000000000000E+00  0.36776928854422752391E+00  0.38627546639670723438E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.79018271071924217619E-01  0.42786147770514687538E+00 -0.19663608523079509349E-01  0.66734608555006721953E-01  0.57346650438864603394E-02
          55          55   -0.18926623988600069920E-01  0.00000000000000000000E+00  0.35472202252538304057E+00  0.37189558476551565214E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.77201693865111997717E-01  0.41299709240189497184E+00 -0.17655704046770463733E-01  0.65073583550039698631E-01  0.70297487118284969140E-02
          56          56   -0.18928027793688354669E-01  0.00000000000000000000E+00  0.34308925412112101228E+00  0.35907236770700523554E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.75454126885745598230E-01  0.39961535321317825931E+00 -0.15755227820034547331E-01  0.63408023317804124153E-01  0.82137136994972995835E-02
          57          57   -0.18928636328762227931E-01  0.00000000000000000000E+00  0.33267294103602496058E+00  0.34791479449038870131E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.73780835256408494605E-01  0.38752513996367127236E+00 -0.13949421629636775052E-01  0.61657245754594525167E-01  0.94556141749287149489E-02
          58          58   -0.18924360074537651538E-01  0.00000000000000000000E+00  0.34733215260790784029E+00  0.36091824901311581053E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.67806695640809350190E-01  0.39621448817417947996E+00 -0.78676651002574874566E-02  0.59898921977091304503E-01  0.99850622287582131709E-02
          59          59   -0.18929677054608861492E-01  0.00000000000000000000E+00  0.32918820430485068451E+00  0.34421243945329516034E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.73179573853841384246E-01  0.38343810110408316216E+00 -0.13336586033671018331E-01  0.60999546039647467577E-01  0.99077401917219351524E-02
          60          60   -0.18930765729323492663E-01  0.00000000000000000000E+00  0.32584613813559715201E+00  0.34064359150015888211E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.72587498296374744489E-01  0.37950287070264843159E+00 -0.12736043189265154607E-01  0.60338342991974894258E-01  0.10361810986325341657E-01
          61          61   -0.18932035647441135262E-01  0.00000000000000000000E+00  0.32261726858012707009E+00  0.33718331661173694958E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.72004723869941181236E-01  0.37568995680262712300E+00 -0.12149430991194209301E-01  0.59676042416842114968E-01  0.10815704597486364841E-01
          62          62   -0.18933493799783988193E-01  0.00000000000000000000E+00  0.31949138061195048177E+00  0.33382370487719736918E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.71431296311819825195E-01  0.37198918312398637775E+00 -0.11577548442519692770E-01  0.59013668796646198689E-01  0.11268599245338468962E-01
          63          63   -0.18937874009024611294E-01  0.00000000000000000000E+00  0.31121603875244463477E+00  0.32482684926531291136E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.69925080400183456386E-01  0.36220324514360346946E+00 -0.10093704609555579840E-01  0.57257442925624534025E-01  0.12434547899347307351E-01
          64          64   -0.18942478356040411136E-01  0.00000000000000000000E+00  0.30356122504071558765E+00  0.31654428468516704331E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.68484377349869632323E-01  0.35310312403454480190E+00 -0.87342022651330387256E-02  0.55502014812599420601E-01  0.13614975109129718797E-01
          65          65   -0.18944721347104759301E-01  0.00000000000000000000E+00  0.29640398014275398664E+00  0.30885203586366594131E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.67104326344814710370E-01  0.34456358514046392383E+00 -0.75045925222982602307E-02  0.53749039802515108377E-01  0.14789123914389709288E-01
          66          66   -0.18946726008920763973E-01  0.00000000000000000000E+00  0.28965435930432376077E+00  0.30155729940412645540E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.65778518669951574482E-01  0.33648615196535458516E+00 -0.63918395741092799353E-02  0.52004769652902793631E-01  0.15967419200199051837E-01
          67          67   -0.18929242169760843173E-01  0.00000000000000000000E+00  0.30279429407876884417E+00  0.31284409790020512032E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.61182567883231640804E-01  0.34504761979223963486E+00 -0.27104255350107625024E-02  0.51343491151920737925E-01  0.17398260267719435623E-01
          68          68   -0.18947346671512894228E-01  0.00000000000000000000E+00  0.28732837070384492639E+00  0.29903283005877628886E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.65302965046969474461E-01  0.33368398907930146846E+00 -0.60128316413094210977E-02  0.51362418262696774018E-01  0.16411828202701182061E-01
          69          69   -0.18947853978541154968E-01  0.00000000000000000000E+00  0.28505012773186400032E+00  0.29655603579364564482E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.64835228357335655813E-01  0.33093750211065847688E+00 -0.56463239134213489417E-02  0.50727238690342200955E-01  0.16853380408932416845E-01
          70          70   -0.18948172984767180232E-01  0.00000000000000000000E+00  0.28281727205074236320E+00  0.29412099872301622483E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.64375192373137130053E-01  0.32824429143911232343E+00 -0.52920417184853223852E-02  0.50100114681096589997E-01  0.17291692148595879525E-01
          71          71   -0.18948194105336900461E-01  0.00000000000000000000E+00  0.28062879173355409490E+00  0.29173127540587728834E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.63922801434654730190E-01  0.32560339906287194545E+00 -0.49496081218316067413E-02  0.49482241182489603015E-01  0.17726329583531538064E-01
          72          72   -0.18946210261475186776E-01  0.00000000000000000000E+00  0.27473690200068684453E+00  0.28527409993624386342E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.62730660506321631043E-01  0.31852135224553329573E+00 -0.40893048269800020417E-02  0.47893826009021374379E-01  0.18847881818126487052E-01
          73          73   -0.18938407065961261611E-01  0.00000000000000000000E+00  0.26923905637958212012E+00  0.27936110661394469856E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.61594327404696849748E-01  0.31189497671831767356E+00 -0.32978323384249431244E-02  0.46426819589237403041E-01  0.19916442496433681836E-01
          74          74   -0.18926661787714092744E-01  0.00000000000000000000E+00  0.26412004470935301903E+00  0.27392932221479610044E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.60508745155262097515E-01  0.30570212807690100298E+00 -0.25552333058592594309E-02  0.45097196119048561791E-01  0.20910928836010922449E-01
          75          75   -0.18912893973245713253E-01  0.00000000000000000000E+00  0.25934632175479122029E+00  0.26883650463898872696E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.59466603956251695706E-01  0.29990003173779716805E+00 -0.18387391965730261276E-02  0.43894637117814737370E-01  0.21826017024649112253E-01
          76          76   -0.18837079722898664169E-01  0.00000000000000000000E+00  0.27153063936582416682E+00  0.28163789713902115386E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.55865532721382921144E-01  0.30855909236430839604E+00 -0.21107514297714001778E-05  0.43472371891828821833E-01  0.23049440294431022130E-01
          77          77   -0.18907277749976702380E-01  0.00000000000000000000E+00  0.25769879539852391659E+00  0.26708195207236690161E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.00000000000000000000E+00  0.59092594589553210094E-01  0.29788411223810040696E+00 -0.15778589702017129306E-02  0.43458715748285220437E-01  0.22165239675891016541E-01
